UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
Zapier,@zapier,2021-01-12T18:59:18.000Z,"Replying to 
@110101001100101
 and 
@googledrive","@110101001100101
 Hello, that's a great question! We would love to continue to help with this issue but please reach out to us at: http://ow.ly/s4EY50Bu7b3 or you can ask your question in our community: http://ow.ly/H14K50Bu73V.",,,,,['https://pbs.twimg.com/card_img/1365276512426016769/MWbX3JHp?format=png&name=360x360'],https://twitter.com/zapier/status/1349068454029107200
Shashi Bellamkonda+,@shashib,2021-01-12T18:31:05.000Z,"Replying to 
@StephenAnfield
 and 
@zapier",Zapier makes you happier. They fix the issue of some of your tools not talking to each other.,,1,,2,[],https://twitter.com/shashib/status/1349061353038880769
"NoCode
Weekly",@nocodeweekly,2021-01-14T21:22:53.000Z,"Replying to 
@NoCodeLuc
 @IFTTT
 and 2 others",Just knew it! Tomorrow's newsletter issue is about one of these 3 tools. Tweet thread coming once it's out.,🔥 🔥,,,2,[],https://twitter.com/nocodeweekly/status/1349829363244666881
Eric Oppegaard,@eoppie,2021-01-14T14:18:35.000Z,"Replying to 
@BrendanG
 and 
@zapier","You rock, thank you!  Getting an error  ""You must return a single object or array of objects.""  looking now to see if it is a syntax thing in Zapier, or if it actually will work in Live vs. testing.",,,,1,[],https://twitter.com/eoppie/status/1349722583512600581
Stephen O'Grady,@orishnal,2021-01-14T02:10:31.000Z," Close the loop
- my projects are set up with another Zapier Webhook so that issue details are fired off whenever an issue updates
- the Webhook Zap filters for instances where the issue’s status = “Done” or “Canceled”",,,1,,1,[],https://twitter.com/orishnal/status/1349539361281347584
Stephen O'Grady,@orishnal,2021-01-14T02:10:30.000Z," Send from Airtable to Linear
- I plan, groom, score, and vet features in Airtable
- once all details are in, I fire them off to Linear using a Zapier Webhook
- the Airtable record ID is included in the issue’s description (this is in lieu of custom fields)",,,1,,1,[],https://twitter.com/orishnal/status/1349539354671124481
Robert Merrill,@AskRobMerrill,2021-01-15T17:45:59.000Z,"Replying to 
@AndrewJDavison
 and 
@zapier",Bargle! I got an error :-( I am looking to see if this zap has been deprecated?,,1,,,['https://pbs.twimg.com/media/ErymmAuVoAESZp9?format=png&name=small'],https://twitter.com/AskRobMerrill/status/1350137166937030657
isaac,@isaaacme,2021-01-15T08:33:01.000Z,"Replying to 
@Digital_George
 and 
@bentossell","Sadly yes . until #nocode tools solve the API connector issue for themselves, zapier will thrive",,3,,2,[],https://twitter.com/isaaacme/status/1349998009166262275
坂野 宏樹@ReactとGraphQLが大好き,坂野 宏樹@ReactとGraphQLが大好き,2021-01-15T06:43:40.000Z,"GitHub IssuesをTodoistのタスクに連携するためにIntegromatというサービスを使ってみた。
Zapierは無料プランだときついし、IFTTTは謎のエラーでGitHubからIssue情報とってこれないしで、あきらめかけてたけど、良いサービスがあってよかった。",,,,,1,[],https://twitter.com/h_sakano/status/1349970487225376771
Miguel Piedrafita,@m1guelpf,2021-01-16T15:20:50.000Z,"Replying to 
@julian_rubisch
 @geetfun
 and 
@zapier","Does 
@gumroad
 allow setting different redirect URLs for different variants? If so, this shouldn't be an issue",🥬,,,,[],https://twitter.com/m1guelpf/status/1350463028119134214
Josee,@coderGirlnl,2021-01-17T18:12:32.000Z,"I just love Netlify 
 I think I've said it so many times before, but I keep falling in love. I set up a Zapier integration to automatically create a new Github Issue when someone enters a feature request on http://WhatDinner.app ",,😍 🥳,,,2,[],https://twitter.com/coderGirlnl/status/1350868623879974915
Digital Accountancy Show,@ShowAccountancy,2021-01-18T09:01:09.000Z,"Have you seen this issue's 
@zapier
 top tip? This time Rowan Van Tromp from 
@AppAdvisoryPlus
 shows how to connect 
@xero
 and 
@ApprovalMax
 to email invoices automatically --","Digital Accountancy Magazine Issue 5 - Zap top tips
digitalaccountancy.com",,,2,4,['https://pbs.twimg.com/card_img/1365601327909376000/q1YnOHBc?format=png&name=small'],https://twitter.com/ShowAccountancy/status/1351092251657723905
Dee,@sonofweb,2021-01-19T19:31:45.000Z,"Replying to 
@heyNaitik
 @aronkor
 and 5 others","Thanks for jumping in Naitik! Yes that was the possible solution I found out. But the issue is, if anybody chooses multiple countries and categories, how do I setup those on an email trigger? Maybe I’m missing something. Is there a good tutorial on something similar?",,1,,,[],https://twitter.com/sonofweb/status/1351613336853442560
The Giver,@AskTheGiver,2021-01-19T15:05:34.000Z,"Replying to 
@blackhatwizardd","AGREED.

Main issue was the realtors weren’t getting in-touch with the leads quick enough.

We zapped all the contact info to their phones using Zapier’s SMS system and they’d take an hour to reach out..

We did about 150/leads per month on a $10/day budget.",🔮,,,4,[],https://twitter.com/AskTheGiver/status/1351546348554874881
Bugbattle,@BugBattleApp,2021-01-19T13:27:11.000Z," Report and fix bugs the easy way.
Get all the contextual insights you need
SDKs for Android, iOS, React Native and Flutter 
Integrations for Jira, Zapier, Trello, Slack, GitHub and Asana
Super fast and super easy
Bugbattle is your affordable in-app bug reporting tool.","Report and fix bugs the easy way
bugbattle.io",🐞 🔍 🔧 🧩 🏎,,2,12,['https://pbs.twimg.com/media/EsGRHweW4AEM6Zt?format=png&name=small'],https://twitter.com/BugBattleApp/status/1351521586889846784
Bugbattle,@BugBattleApp,2021-01-19T08:55:43.000Z," Report and fix bugs the easy way
Get all the contextual insights you need
SDKs for JavaScript, Angular and React 
WordPress Plugin
Integrations for Jira, Zapier, Trello, Slack, GitHub and Asana
Bugbattle is your affordable bug reporting tool for apps and websites.","Report and fix bugs the easy way
bugbattle.io",🐞 🔍 🔧 🌐 🧩,1,2,15,['https://pbs.twimg.com/media/EsFSzSBWMAAnLGt?format=png&name=small'],https://twitter.com/BugBattleApp/status/1351453273270710272
SurveyMonkey,@SurveyMonkey,2021-01-20T22:40:21.000Z,"Replying to 
@JoeLaz
 and 
@zapier","Thanks for reaching out to us. Sorry about the issue. 

My team has let me know that this issue should be resolved. If you still experience issues, feel free to send us a DM or reach out to our support team. Thanks for your understanding!",,,,1,[],https://twitter.com/SurveyMonkey/status/1352023185177325571
Eric Wright,@discoposse,2021-01-22T17:47:56.000Z,"Any Zapier power users who can help out with a Wordpress -> scheduled post -> Buffer flow?  Seems like Zapier not playing nicely with scheduled future content and it's firing the Zap immediately before the content is published.

Either that or Hal9000 is doing the error handling",,,,1,,['https://pbs.twimg.com/media/EsWqGLTXIAAYdqg?format=png&name=small'],https://twitter.com/discoposse/status/1352674371689705472
Federico Viticci,@viticci,2021-01-22T17:17:15.000Z,"In today's issue of 
@ClubMacStories
 Weekly, I wrote about the system I've put in place to create iOS reminders with Alexa on an Amazon Echo. Best of both worlds, involving some web automation via 
@zapier
. 

https://club.macstories.net",,,1,1,14,['https://pbs.twimg.com/media/EsWjJZtW8AwH8l6?format=jpg&name=small'],https://twitter.com/viticci/status/1352666650064150532
Nigel bosses #NoCode,@NigelGodfrey,2021-01-22T14:30:57.000Z,"Recommendations for a #nocode visual bug reporting tool? Something like Usersnap/Bugherd but not as pricey?

Link to Zapier/Trello - Doesn't need all the bug management stuff.

3-5 projects max.",,🧠,4,,9,[],https://twitter.com/NigelGodfrey/status/1352624798422233088
"Peter du Toit (@
)",Peter du Toit (@,2021-01-24T05:50:32.000Z,"Replying to 
@AmieDevero
 and 
@AdamMGrant","This is *definitely* an issue IF it is not intentionally designed into the remote workplace. There are companies that have succeeded in doing so however pre pandemic eg. 
@gitlab
, 
@automattic
, 
@InVisionApp
, 
@zapier
 etc. 

(See: https://about.gitlab.com/company/culture/all-remote/building-culture/…)",🏠,2,,4,['https://pbs.twimg.com/card_img/1364603859956609025/ovaZN5iU?format=jpg&name=small'],https://twitter.com/peterdutoit/status/1353218607656759296
Mohammed Zeeshan ☀︎,@zeshhaan,2021-01-24T05:16:31.000Z,"Replying to 
@THETYFRANKEL","I love 
@pipedream
's UX. Error finding has been a nightmare in 
@zapier
 traversing through routes. Whereas in pipedream, you can debug for errors quickly without a mouse click and that gives me great satisfaction.",,1,,1,[],https://twitter.com/zeshhaan/status/1353210048588091392
Pipedrive,@pipedrive,2021-01-25T23:16:19.000Z,"Replying to 
@savilmik","Hey 
@savilmik
, our apologies for the late reply and for this inconvenience. May we ask if you got in touch with Zapier's Support? It would be better to do it as this seems to be a bug, but better to investigate it. If we can do something on our side, just let us know.",,,,,[],https://twitter.com/pipedrive/status/1353844177063313410
Milon Howlader,@mdmilon9311,2021-01-25T21:37:42.000Z,"Replying to 
@Upwork
 @salesforce
 and 19 others","Hello sir,
 I am Expert in ISO software engineer. I have read your recommend .I have full access to my Upwork id. But why my Upwork id not approved. I have 100% complete my id .I am able to work Upwork to my qualifications. so please see my issue.",,2,,,[],https://twitter.com/mdmilon9311/status/1353819357047001088
CampLegal - Immigration Case Management,@camp_legal,2021-01-25T14:42:12.000Z,"If you are on our email list, you heard first. We are finally integrated with Zapier!It brings many benefits: data flows smoothly from many systems, less error prone, increased productivity!",,,,,1,['https://pbs.twimg.com/media/EslcboaU4AAvFdN?format=jpg&name=small'],https://twitter.com/camp_legal/status/1353714793929011200
Zapier,@zapier,2021-01-27T17:14:52.000Z,"Replying to 
@pcmcreative","@pcmcreative
 Hi there! To best assist you, we recommend contacting support at http://ow.ly/s4EY50Bu7b3 or by posting your issue on our community: http://ow.ly/H14K50Bu73V. Thanks for your patience.",,1,,1,['https://pbs.twimg.com/card_img/1365276512426016769/MWbX3JHp?format=png&name=360x360'],https://twitter.com/zapier/status/1354477988100771841
Zapier,@zapier,2021-01-28T19:47:35.000Z,"Replying to 
@jarodpeachey
 and 
@pipedrive","@jarodpeachey
 Hello, we would love to continue to help with this issue but please reach out to us at: http://ow.ly/s4EY50Bu7b3 or you can ask your question in our community: http://ow.ly/H14K50Bu73V. We don't offer support on our social channels right now. Thank you!",,1,,,['https://pbs.twimg.com/card_img/1365276512426016769/MWbX3JHp?format=png&name=360x360'],https://twitter.com/zapier/status/1354878809355509766
Zapier,@zapier,2021-01-28T19:41:44.000Z,"Replying to 
@KING_Gabriel01
 and 
@alexiskrystina",Hello! We'd love to continue to help with this issue but please reach out to us at: http://ow.ly/s4EY50Bu7b3 or you can ask your question in our community: http://ow.ly/H14K50Bu73V. We don't offer support on our social channels right now. Thank you!,,1,,1,['https://pbs.twimg.com/card_img/1365276512426016769/MWbX3JHp?format=png&name=360x360'],https://twitter.com/zapier/status/1354877337393713152
Mazi Uchechukwu Ajuzieogu,@Apex_Zy,2021-01-29T11:47:17.000Z,"Replying to 
@KING_Gabriel01
 @zapier
 and 
@paystack",What's the issue?,😌,1,,,[],https://twitter.com/Apex_Zy/status/1355120328306008065
Andrew Davison,@AndrewJDavison,2021-01-30T17:46:12.000Z,"Replying to 
@KING_Gabriel01
 @zapier
 and 
@paystack",Can you link to your post or tell me about your issue - I'll try and help!,,1,,2,[],https://twitter.com/AndrewJDavison/status/1355573037056335872
Adwoa.,@adjoakittoe,2021-01-30T00:01:51.000Z,"6 cont'd. The issue here is that not everyone wants emails, they will have to agree to be a newsletter subscriber. 

Perhaps I shouldn't Zapier them into my Ghost Newsletter and just keep their info in my CRM.",,,1,,,[],https://twitter.com/adjoakittoe/status/1355305188479930369
Rolands Ozolins,@rolandsozolins,2021-02-02T15:48:13.000Z,"@ActiveCampaign
 Any update on Zapier issue?  What are you doing to fix this? I guess I do not need to describe the impact of this on your customers. Zapier Issue ""Bug in version 1.8.0 -- Users unable to connect new or reconnect current ActiveCampaign accounts in Zapier
#153""",,,1,,1,[],https://twitter.com/rolandsozolins/status/1356630510622146560
James Sowers,@jamesrsowers,2021-02-03T23:44:13.000Z,"Replying to 
@MonicaGrohne
 and 
@zapier","Welcome to the community!

Fair warning: Zapier automations are amazing when they work, but they break or have errors semi-frequently, especially with multi-step automations that have dependencies.

Definitely take a ""trust, but verify"" approach and don't ignore the error alerts.",,2,,6,[],https://twitter.com/jamesrsowers/status/1357112689160564736
CryptoSquirrel,@HodlMyNutz,2021-02-03T20:41:32.000Z,"@zapier
 Hey guys! Is email the only way of getting support? My zaps have suddenly stopped delivering leads etc via texts and it's a huge issue right now. Emailed yesterday, but haven't heard anything yet. Thanks!",,,2,,2,[],https://twitter.com/HodlMyNutz/status/1357066712772927491
𝗦𝘁𝘂𝗮𝗿𝘁 𝗕𝗿𝘂𝗰𝗲 𝙋𝙍 𝙁𝙪𝙩𝙪𝙧𝙞𝙨𝙩,@stuartbruce,2021-02-03T09:54:26.000Z,"Replying to 
@drewb","Microsoft Business 365. I thought it would be simple using Power Flow or Zapier, but fell at first hurdle as Google Calendar link is a 404 error in browser. It's probably something simple as I only have the iPad for when I need to use iOS as everything is Windows/Android.",🚀,,,,[],https://twitter.com/stuartbruce/status/1356903866000891909
Chris Colotti,@ccolotti,2021-02-04T17:45:23.000Z,"My only issue with 
@Calendly
 is there is only 2 
@zapier
 triggers and no actions, yet Zapier integration is not included in the free plan….with only 2 actions, 
@Calendly
 should just include zapier on the free plan…#MakeItSo",,,1,,1,[],https://twitter.com/ccolotti/status/1357384771010183169
Jonathan Moisan,@djomoisan,2021-02-04T12:52:19.000Z,"@typeformhelp
 Why the sudden change? Or is it just a bug? Anyway, now I have to modify my 100+ Zaps (Zapier automations)... not cool.",,,3,,,[],https://twitter.com/djomoisan/status/1357311018272178176
Steve Perry,@stevemarkperry,2021-02-04T10:33:42.000Z,"Replying to 
@stevemarkperry
 and 
@wpmark","that there's a track record of everything basically. The JQL filters also allow me to build dashboards of specific issue types.

Automation varies per project. Starts with simple Trello card buttons (add to Jira) through to board-wide Butler automations, and Zapier processes",,1,,,[],https://twitter.com/stevemarkperry/status/1357276135931994114
Andrew Davison,@AndrewJDavison,2021-02-04T10:25:53.000Z,"Replying to 
@HodlMyNutz
 and 
@zapier",You can also get help at http://community.zapier.com - but this issue sounds like one support need to take a look at.,,,,,['https://pbs.twimg.com/card_img/1365276512426016769/MWbX3JHp?format=png&name=360x360'],https://twitter.com/AndrewJDavison/status/1357274167427629059
markcliff,@leinster51,2021-02-05T23:02:17.000Z,"Replying to 
@leinster51
 @moseskagan
 and 
@TheRealEstateG6","3.) The liked of zapier should do well in the next 10 years.

I never even thought this was an issue!",,,,1,[],https://twitter.com/leinster51/status/1357826911716728832
Tiago Almeida,@_tiagoalmeida,2021-02-05T21:12:57.000Z,"Replying to 
@jorilallo
 and 
@linear_app",The only action that I saw on zapier was “create issue”. If I hd an “update issue” on zapier maybe I could do it?,,2,,1,[],https://twitter.com/_tiagoalmeida/status/1357799397883580418
GEMS,@tokensFA,2021-02-05T00:18:06.000Z,"Replying to 
@itstrichome","I still don't know where to find $FEG. Link?

$COMBO is very interesting. An issue is the FDV (eg. VC greed). Automation software in the traditional world is pretty big - eg. RPAs like UIPath, or Zapier on the web. Automating DeFi is likely as big, if not bigger.

Need to think.",,3,,4,[],https://twitter.com/tokensFA/status/1357483601521164288
Vinny Green,@vinnysgreen,2021-02-06T18:06:12.000Z,"Replying to 
@RyanAvenue
 and 
@airtablestatus","All of my 
@zapier
 zaps connected to 
@airtable
 started failing. I think there is an issue for sure.",,1,,1,[],https://twitter.com/vinnysgreen/status/1358114788870508546
Bryan Glanz,@BryanGlanz,2021-02-06T16:34:09.000Z,"Replying to 
@michaelpatron0","Never used that, but in my experience....it’s not the apis being available that is the problem. It’s just human error and ensuring that your vendors, shippers etc aren’t stupid and know how to enter in data too haha. Email, zapier, apis and a spreadsheet tool tend to be enough",,,,1,[],https://twitter.com/BryanGlanz/status/1358091623695962113
Tom Osman,@tomosman,2021-02-07T14:17:15.000Z,"Replying to 
@pauldm
 @Natalie_Furn
 and 3 others","Yup but 
@AndrewJDavison
 is by far the expert here.

High level, if you need more granular control over your data + error handling then Integromat. But may not be needed.",,,,2,[],https://twitter.com/tomosman/status/1358419560098054146
garrulous gibbon,@gibbonposting,2021-02-08T23:49:18.000Z,"Replying to 
@PrimatesDaily",youve got an issue with your zapier integration my guy,,,,,[],https://twitter.com/gibbonposting/status/1358925907629543424
Derek J,@derekj_,2021-02-08T15:40:51.000Z,"The error on 
@zapier
 
cc: 
@WebflowSupport
 @ZapierSupport",,,,,,['https://pbs.twimg.com/media/Ettv-4rXUAQyL2y?format=jpg&name=small'],https://twitter.com/derekj_/status/1358802983207772168
Derek J,@derekj_,2021-02-08T15:29:32.000Z,"Hey Webflow and Zapier friends, any of you currently having an issue where Zapier doesn't recognize any existing fields on Webflow? ",,😟,2,,1,[],https://twitter.com/derekj_/status/1358800138416893954
monsuke,@monsuke,2021-02-08T07:48:08.000Z,"Replying to 
@PassKit
 @JotForm
 and 
@zapier","I tried this zap but Zapier retuned the following error massage.  ""thumbnail image: image: unknown format"". Please let me know how can I upload an image from Jetform?",,,,1,[],https://twitter.com/monsuke/status/1358684022151344128
Daniel Wallen,@WebWallen,2021-02-09T17:24:07.000Z,"Replying to 
@typeform","Thanks, I'll reach out.

Deleted a Zapier integration since that's the only difference between this form and two more that work.

But that didn't seem to have any effect, so I have no idea why the bug is only affecting this specific form...",,,,,[],https://twitter.com/WebWallen/status/1359191359228411904
Andrew Davison,@AndrewJDavison,2021-02-10T17:35:14.000Z,"Quite a few people try to dynamically map a Google Sheet in 
@Zapier
 but aren't able to because it *looks* like there is an error.

Good news... there isn't ","How to map dynamically created Google Sheets in Zapier (without the...
If you create a new Google Sheets worksheet in Zapier and then try and write a row to it, you'll get an error. This is how to fix it.
youtube.com",👇,,1,6,['https://pbs.twimg.com/card_img/1367171463690801156/YplXzVro?format=jpg&name=240x240'],https://twitter.com/AndrewJDavison/status/1359556545382645765
Andrew Davison,@AndrewJDavison,2021-02-10T17:19:57.000Z,"40+ error messages from 
@Zapier
.... I guess 
@Airtable
 is broken again ",,😅,6,,17,[],https://twitter.com/AndrewJDavison/status/1359552699784597504
Kieran Tie,@kieran_tie,2021-02-11T19:04:03.000Z,"@jasonwbade
 I'm trying to hook Pico up to Zapier (and then ConvertKit), but keep getting this error on test. Have added multiple test accounts to Pico with no success in Zapier. Any clues on what I'm doing wrong?",,,1,,1,['https://pbs.twimg.com/media/Et97QWBXAAoF4hn?format=jpg&name=small'],https://twitter.com/kieran_tie/status/1359941283423395844
Eric Wright,@discoposse,2021-02-11T02:44:21.000Z,When the Zapier trigger doesn't work and you get a useless error,,,1,,5,['https://pbs.twimg.com/media/Et6bH8oXUAAK6xJ?format=jpg&name=small'],https://twitter.com/discoposse/status/1359694735645036552
Honza Široký,@sir_honza,2021-02-12T19:08:10.000Z,"Even though it's dry February, my virtual pen hasn't dried out and I've put together a post about our incident management, error handling and how the whole workflow operates for 10+ cross-functional teams. https://developers.mews.com/incident-management/… 
@youtrack
 @getsentry
 @zapier
 @pagerduty","Incident management for 10+ cross-functional teams
Incident management is one of the best indicators of technical organization maturity and is one of my favorite interview questions. How well a company handles their incidents tells a lot about...
developers.mews.com",,,9,19,['https://pbs.twimg.com/card_img/1365383468423725058/8kGpU4-o?format=jpg&name=small'],https://twitter.com/sir_honza/status/1360304708015902727
Dave Cook,@DaveCookUK,2021-02-12T14:20:17.000Z,"@zapier
 Is there an issue with webhooks at the moment? I've set up webhooks on several accounts and fired payloads at them but none of them have been received or triggered the Zaps.",,,1,,1,[],https://twitter.com/DaveCookUK/status/1360232259115180034
Badgr Team,@BadgrTeam,2021-02-13T21:00:00.000Z,"Issue badges with Badgr with new JotForm submissions | Browse this automation and more on our new 
@zapier
 integration page: #digitalbadges #microcredentials #nocode 
@JotForm
 https://hubs.ly/H0GfdcG0",,,,,3,['https://pbs.twimg.com/media/EuIpG_4WgAA0HgF?format=jpg&name=small'],https://twitter.com/BadgrTeam/status/1360695239204364288
GG,@luck1d1y,2021-02-13T00:52:09.000Z,"Replying to 
@whit4th
 @carrd
 and 4 others",I cannot receive any SMS on my phone after subscribing it. Does anyone have the same issue?,,,,,[],https://twitter.com/luck1d1y/status/1360391275820830724
Zach,@zachjarr,2021-02-15T23:22:36.000Z,"Replying to 
@aronkor
 and 
@webflow","I can send you the error code when I get back to my Mac! 

Just trying to use webhooks via Zapier
Airtable Button -> Zapier Webhook -> Create Live Item in Webflow.",,1,,1,[],https://twitter.com/zachjarr/status/1361455901903900673
nickselman,@nickselman,2021-02-15T17:34:57.000Z,"I always find out about services being down from Integromat error emails.

e.g. They tell me that 
@airtable
 is 502’ing long before Airtable’s own status page.

Idea for 
@integromat
 @zapier
: build a better, free http://statuspage.io competitor. You already own the hardest part.",,,1,,5,[],https://twitter.com/nickselman/status/1361368412103073796
VYB Digital,@VybDigital,2021-02-15T10:56:14.000Z,"Continued...
5. Connect sources like Twitter, Facebook, Instagram, Pocket.
6. Collect valuable feedback from your readers with each issue.
7. Sync your (un)subscribers with other services using Zapier.
8. Get help whenever you’re stuck with something.",,,1,,,[],https://twitter.com/VybDigital/status/1361268075375509504
Badgr Team,@BadgrTeam,2021-02-16T21:00:05.000Z,"Issue badges with Badgr to new Teachable course completers | Browse this automation and more on our new 
@zapier
 integration page: #digitalbadges #microcredentials #nocode 
@teachable
 https://hubs.ly/H0Gfd9K0",,,,,3,['https://pbs.twimg.com/media/EuYF5ohXYAArcVb?format=jpg&name=small'],https://twitter.com/BadgrTeam/status/1361782426444398600
Zin Min Phyo,@zin_min_phyo,2021-02-16T02:51:25.000Z,"I got Euro 600 + 100 USD Bounty
Thank you 
@YogoshaOfficial
 
Thank you Zapier Security Team

Bug type:
403 Bypass
Rate Limint
Informations Disclosure,etc

#BugBounty",,,1,3,15,"['https://pbs.twimg.com/media/EuUMrWNWQAA2VZS?format=jpg&name=small', 'https://pbs.twimg.com/media/EuUMtIgXYAEbOoQ?format=jpg&name=medium']",https://twitter.com/zin_min_phyo/status/1361508455266271235
Mike Taylor,@tmiket,2021-02-17T14:00:18.000Z," Hot off the press: “L&D Toolbox - Issue #123” 

5 options for working smarter in Gmail: 
@Zapier
@Box
@Dropbox
@Trello
@Zoom_us
https://getrevue.co/profile/ldtoolbox/archive/382152… #WorkSmarter",,🔥,,,1,[],https://twitter.com/tmiket/status/1362039170252886019
