UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
"michelle(ari)¹⁸
| HE FOLLOWS AHHH!!!",@JVO_stan17,2021-01-04T18:50:43.000Z,"Replying to 
@iwantakithnow",the fact that i actually put it through grammarly to see if there was an error ,🤍 😭,1,,2,[],https://twitter.com/JVO_stan17/status/1346167190073044995
Johnny Mexico,@JohnMcLean2012,2021-01-04T03:25:51.000Z,"Replying to 
@SteelersDad1989
 @PFF_George
 and 
@Lions","What? Consult #Grammarly or some other source that can teach you proper English. You caught my error on 17 games; I caught yours on English usage. ""There's"" is a contraction for ""There is."" And there ain't no debate about that. There ARE 16 games in an #NFL season until 2021.",,,,,[],https://twitter.com/JohnMcLean2012/status/1345934442481688576
Mep,@MepotismYT,2021-01-04T00:46:23.000Z,grammarly do be giving me anxiety sometimes. i have 77 advanced issue that i can only correct with premium,,,,,1,[],https://twitter.com/MepotismYT/status/1345894307786584067
shey ᴥ,@bbjungwooh,2021-01-05T22:59:52.000Z,"Replying to 
@johnnysbich","and my old pinned had a grammar error in it 
 bless grammarly/spellcheck",😭,1,,1,[],https://twitter.com/bbjungwooh/status/1346592277695754244
Joshua D. Drake,@linuxhiker,2021-01-05T17:36:58.000Z,"Replying to 
@Grammarly",Nothing really to help with. You track if someone has actively used your extension (I uninstalled it weeks ago due to performance issue). The idea that you know when I am writing? That is a little too Orwellian.,,1,,,[],https://twitter.com/linuxhiker/status/1346511017598062593
Sam Gichuru,@SamGichuru,2021-01-05T09:58:42.000Z,"@Grammarly
 feature/bug that freezes typing is really annoying :(",,😊,1,,,[],https://twitter.com/SamGichuru/status/1346395692206592000
Catherine Patchell,@cmpatchell,2021-01-06T20:51:44.000Z,"US news outlets are STILL having an issue situationally misspelling ""white supremacist"" and ""domestic terrorist"" as ""protestor"" - could we get them some free 
@Grammarly
 licenses?",,,,,7,[],https://twitter.com/cmpatchell/status/1346922422524465152
Swirlheart Skep,@Swirlheart,2021-01-06T00:46:30.000Z,"Grammarly rant
Every time your computer boots up, chrome loads a Grammarly page asking you to log in. Just a waste of time. Then it's error catching is trash. It's like. REMOVE THAT COMMA THERE CAN'T BE A PAUSE THERE! When the scene is meant to be dramatic. 1/3",,,1,,,[],https://twitter.com/Swirlheart/status/1346619112420757504
Oluwaferanmi S. Taiwo,@sirr_honey,2021-01-07T21:28:40.000Z,"Replying to 
@Naija_PR",Error free like a Grammarly spellchecked text boss,,,,,[],https://twitter.com/sirr_honey/status/1347294102258397188
Mike Taylor,@tmiket,2021-01-07T14:38:49.000Z," Hot off the press: “L&D Toolbox - Issue #98” 

Today we have a few of my favorite  
@GoogleDOcs
 add-ins
@Wordpress
 
@Grammarly
 for better writing
@Icons8
 for icons/graphics
@jivrus
 Fillable Documents
@mailmeteor
 for mailmerge

https://getrevue.co/profile/ldtoolbox/archive/305886… #WorkSmarter","L&D Toolbox - Issue #98
A daily dose of tools, apps and helpful items for working better at the intersection of learning, design & technology.
getrevue.co",🔥,,,,['https://pbs.twimg.com/card_img/1365913722393268226/ocnHncs8?format=jpg&name=small'],https://twitter.com/tmiket/status/1347190960770396167
Lauren Patzer,@laurenpatzer67,2021-01-08T17:47:55.000Z,"Replying to 
@thom_galvin","I had an editor at my last publisher. This publisher expects it error free. It never is, but they aren’t editing it in any way.

My writing and editing is pretty good, but I’m still missing stuff. I was just using the Grammer review in Word. Think I need Grammarly or something.",,1,,1,[],https://twitter.com/laurenpatzer67/status/1347600935976017920
Himadri Subrah Saha,@HimadriSubrah,2021-01-08T03:54:01.000Z,Grammarly – An Awesome Tool to Write Error Free Articles https://is.gd/DuO7MI #wordpresshosting,"Grammarly - An Awesome Tool to Write Error Free Articles
This is very important to publish error free articles for your blog readers. Here I am going to share an awesome tool to write error free articles.
techntechie.com",,,,,[],https://twitter.com/HimadriSubrah/status/1347391080690540547
Geoffrey J. Teale,@tealeg,2021-01-09T18:48:26.000Z,"Mirrorball - first 
@Grammarly
 induced twitter error ;-)",,,,,,[],https://twitter.com/tealeg/status/1347978556345888770
x,@_tayo__,2021-01-09T15:41:37.000Z,The only issue I have with it is that you can't edit on it like Grammarly.,,,1,,,[],https://twitter.com/_tayo__/status/1347931540630761476
el,@johnyyyuuy,2021-01-09T01:29:16.000Z,and typo error ng Grammarly keyboard  ,,😏,,,1,[],https://twitter.com/johnyyyuuy/status/1347717041348726784
Akrottis,@Akrottis,2021-01-10T20:37:55.000Z,even my Grammarly thing has an issue with it,,,,,,['https://pbs.twimg.com/media/ErZd-fXU0AAH6PE?format=png&name=240x240'],https://twitter.com/Akrottis/status/1348368494702723072
Super Negro Strength,@justinbobby__,2021-01-10T17:53:03.000Z,"Does anyone use 
@Grammarly
 premium? Is it really better than the free version? Does it catch every error in your writing?",,,,,,[],https://twitter.com/justinbobby__/status/1348327005960376321
K.F. Jones - Author,@KFJonesAuthor,2021-01-10T13:39:33.000Z,"Replying to 
@TheQTFiles
 @Monty_Quinn
 and 2 others","Well, if they do I'd also like all of these pieces of software to stop requesting an additional comma on pass 1, then demanding you remove it on pass 2. :D 

And moving from error to error and accepting the change is slow and clunky when you are proofing a novel. Not cool.",,,,2,[],https://twitter.com/KFJonesAuthor/status/1348263211531988992
"Bia
Marshy
cries over the shadow&bone teaser",@sciencemrwhite,2021-01-10T12:44:37.000Z,"these mf ads are something else, i be listening to this long lofi playlist while writing and then all of a sudden someone yells in my ears ""GRAMMARLY does mORE than catch eRrOrS"" like BRO I'M MAKING AN ERROR RN BCS OF YOU, SHUT",,🍪 🌹 🍡 😭 😭,2,1,3,[],https://twitter.com/sciencemrwhite/status/1348249385168199681
MB,@one33bits,2021-01-10T09:11:51.000Z,"Hey 
@Grammarly
, I expected to have an error highlighted there... (people-->person)",,,1,,,['https://pbs.twimg.com/media/ErXAugXWMAEuk6Z?format=jpg&name=small'],https://twitter.com/one33bits/status/1348195841144717313
Donald Drumpf,@Donald_JDrumpf,2021-01-11T13:23:00.000Z,"Replying to 
@Donald_JDrumpf
 and 
@NBCNews","Even with a staff of writers and a free subscription to Grammarly she can't spit out 100 words without an error: ""I found myself carrying many individual’s stories home with me...""  ""Many individual's"" should be a plural possessive.",,1,,,[],https://twitter.com/Donald_JDrumpf/status/1348621434243969024
Amk,@tuscansunx,2021-01-12T19:58:40.000Z,"me: hi
@Grammarly
: intricate text, improper formatting, punctuation in compound/complex sentences, tone issue, overweight, bad skin, and ugly.",,,3,17,63,[],https://twitter.com/tuscansunx/status/1349083395310182405
S,@babysharkkdo,2021-01-12T19:43:43.000Z,"me: hi

Grammarly: intricate text, improper formatting, punctuation in compound/complex sentences, tone issue, overweight, bad skin, and ugly bc.",,🪐,,,2,[],https://twitter.com/babysharkkdo/status/1349079629475287041
Micha Reiser,@MichaReiser,2021-01-12T17:55:53.000Z,"@Grammarly
 everything alright? A ""small"" error prevents me from editing or even copying the content of my documents.",,,1,,,['https://pbs.twimg.com/media/ErjMFCMXcAkGaIg?format=jpg&name=small'],https://twitter.com/MichaReiser/status/1349052495176331264
DraaiMetMomo,@MohamadKabbara4,2021-01-12T14:21:16.000Z,"Grammarly does more than catch error, they can catch these fucking hands Holy shit do I hate this ad",,,,,3,[],https://twitter.com/MohamadKabbara4/status/1348998483752210440
Sonja Jongsma,@SonjaJongsma,2021-01-12T03:36:46.000Z,"I've been editing 1 chapter for 3 hours straight. Decided to check it with #Grammarly, only one writing issue. (which I fixed) Now I have trust issues regarding Grammarly. 

#WritingCommunity #AmEditing #IDontTrustMyOwnWriting #NowIHaveAHeadache",,,,,,['https://pbs.twimg.com/media/ErgHdXuXUAM-eGj?format=jpg&name=small'],https://twitter.com/SonjaJongsma/status/1348836291761344514
Robert Joseph Mallet / Trevor Gaius Mawwed,@SupersuMC,2021-01-12T03:33:34.000Z,"@Grammarly
 I have no idea what festival-like moths would look like, nor how they'd celebrate, but they'd be one heck of a bug. ;-)",,,1,,,['https://pbs.twimg.com/media/ErgCkQPXYAIoWdp?format=jpg&name=small'],https://twitter.com/SupersuMC/status/1348835486308184074
,@shahmerans,2021-01-12T02:19:14.000Z,i hate getting grammarly ads like who do u think i am. i’m perfect and have never made a single grammatical error in my life,,🍊 🏺 ❣ 🎡,,3,17,[],https://twitter.com/shahmerans/status/1348816780748345346
XO Down Bad,@xodownbad,2021-01-13T15:50:24.000Z,"Replying to 
@wanderlustroze",What you need to care about is downloading Grammarly so you can fix that grammar issue,,1,,,[],https://twitter.com/xodownbad/status/1349383305230217218
Marc-André Moreau,@awakecoding,2021-01-14T21:04:40.000Z,"Replying to 
@doctordns
 @guyrleech
 and 2 others","I didn't know Grammarly was part of the software affected by this nasty bug of yours. Let's cross our fingers 
 and hope my intuition was right!",🤞,1,,,[],https://twitter.com/awakecoding/status/1349824777402413067
NotBatman,@NottBatman,2021-01-14T20:50:09.000Z,"Replying to 
@christian1987T
 and 
@FREECHURCHILL17","Smarter than is grammarly correct, that is what I was saying lol, you said smartest than, there lies the issue.",,1,,,[],https://twitter.com/NottBatman/status/1349821126512431105
Thomas Lee,@doctordns,2021-01-14T20:48:30.000Z,"Replying to 
@awakecoding
 @guyrleech
 and 2 others","So I am getting close to hitting the bug again.
I need to wait to see it and post to Grammarly. They THINK they can provide more detail when Grammarly starts to go south. A day or two, then I can reboot and we'll. see!",,1,,,[],https://twitter.com/doctordns/status/1349820709321715712
Trick Daddy!!!,@Wuod_Lo,2021-01-15T08:36:00.000Z,"Replying to 
@JessicaOpiyo
 and 
@nzioki_sandra","I am avid user of grammarly it's a good tool, the issue is there countless and never ending ads on YouTube.",,1,,1,[],https://twitter.com/Wuod_Lo/status/1349998757803417601
Luke Carelsen,@loekTheInventor,2021-01-15T08:00:19.000Z,"Replying to 
@Grammarly","Thanks for the help. Needed to download the latest version of grammarly, if anyone else runs into this issue. ",😜 🤘,,,1,[],https://twitter.com/loekTheInventor/status/1349989777551065089
The Ultimate Team Player,@thejimshapiro,2021-01-15T05:03:41.000Z,"Replying to 
@thejimshapiro
 @chromasphere
 and 3 others","Using the wrong homophone is not a grammatical error, even if a headline writer at Grammarly got sloppy and suggested it was",,1,,,[],https://twitter.com/thejimshapiro/status/1349945326199824386
Henri Helvetica v2.0.0,@HenriHelvetica,2021-01-15T01:26:48.000Z,"Replying to 
@JeromeHardaway
 @friendsthatcode
 and 3 others","have they figured out this keylogging/keystroke issue?

https://mobile.twitter.com/search?q=grammarly%20keystroke&src=typed_query&f=live…",,,,,[],https://twitter.com/HenriHelvetica/status/1349890747357659145
Grammarly,@Grammarly,2021-01-16T00:54:35.000Z,"Replying to 
@AodanTV","Hi! To clarify: Grammarly data is stored on servers hosted by Amazon Web Services in the US. As to the article you mentioned, Grammarly resolved that security bug within hours of its discovery. We have no evidence that this issue compromised any user information. (1/2)",,1,1,,[],https://twitter.com/Grammarly/status/1350245028405391360
"Matthew
Queer & Quirky",@meowttthew,2021-01-17T21:05:47.000Z,"Replying to 
@relaroca
 @RatiqueArt
 and 2 others","I think they didnt pick up the error because grammarly thought you were using the plural of ""diver"" (someone who dives)? if I am correct about this context, you want ""diverse,"" meaning people from different backgrounds.
I have no idea what ""divers authors"" refers to otherwise ",🦑 😅,1,,,[],https://twitter.com/meowttthew/status/1350912224169226242
Ojaswee?,@ojustanxiouso,2021-01-17T13:59:54.000Z,"How did I make a spelling error in my supp hya
I read it so many fucking times
@Grammarly
 give me my money back",,,1,,1,[],https://twitter.com/ojustanxiouso/status/1350805047169335297
"cii
AKUN PREMIUM | fastresp via wa",@lapakcuanku,2021-01-17T08:01:20.000Z,"17.1.21 
sementara close order grammarly (error)",,☹,,,,[],https://twitter.com/lapakcuanku/status/1350714809969373185
Alizedney M. Ditucalan,@AlizedneyD,2021-01-17T06:43:40.000Z,"Replying to 
@legalwritingpro","Same issue with Grammarly, but not as awkward as this one. ",😅,,,3,[],https://twitter.com/AlizedneyD/status/1350695264886030336
Cosmic Cauldron,@CauldronCosmic,2021-01-18T23:36:31.000Z,"Replying to 
@Maahokgit
 @tinydespots
 and 
@Grammarly","Grammar doesn’t bug me much in social media, probably since I’m guilty of type-o’s regularly. 
 But if it’s a professional document it enrages me . Your grammar seems good to me!",😅,1,,1,[],https://twitter.com/CauldronCosmic/status/1351312545420701698
Ruli Harahap,@ruliharahap,2021-01-18T23:01:30.000Z,"Replying to 
@Grammarly",Hey thanks! Yeah I love Grammarly. I love all the add-ons. Just Google docs that's the issue.,,,,,[],https://twitter.com/ruliharahap/status/1351303731837456384
Harry Roberts,@csswizardry,2021-01-18T15:01:21.000Z,"Replying to 
@Grammarly","Sure thing! I’ll get a demo/recording of the issue, too. While I have your attention: I LOVE Grammarly. Been using it for years ",❤,,,,[],https://twitter.com/csswizardry/status/1351182899488432131
Thomas Kainrad,@ThomasKainrad,2021-01-19T20:25:21.000Z,"That feeling when the VSCode 
@Grammarly
 extension by 
@znck0
 finally allows me to log in and make use of my paid account 
I have checked the corresponding GitHub issue countless times since it was created in August 2020 ","Paid Grammarly Account: captcha required while trying to log in · Issue #125 · znck/grammarly
When trying to log in to a paid account, a captcha is required: ""Authentification requires captcha input."" And login fails. Any idea of a possible solution? UPDATE: This requires ...
github.com",🎉 🎉 😅,,,1,['https://pbs.twimg.com/card_img/1365382224204472321/FolXjeaV?format=png&name=240x240'],https://twitter.com/ThomasKainrad/status/1351626824791547904
Chase J.D Kanaan,@ChaseKanaan,2021-01-19T12:45:19.000Z,"*Really* is a word. I have not found one way to use ""Really"" without it getting flagged as a grammatical error of some kind. I genuinely think a group of people sent tons of feedback complaints to continuously flag the word ""Really."" 
@Grammarly",,,1,,,[],https://twitter.com/ChaseKanaan/status/1351511053553840129
Chase J.D Kanaan,@ChaseKanaan,2021-01-19T12:45:19.000Z,"P1
Sent my ticket to 
@Grammarly
 for an issue I've had for a while. Here's the word-for-word for anyone curious:",,,1,,,[],https://twitter.com/ChaseKanaan/status/1351511052194877441
Saturn,@Saturn_Digital_,2021-01-19T03:33:22.000Z,Kiiwi pointing out my grammar error is the reason I'm gonna download grammarly,,,1,,7,[],https://twitter.com/Saturn_Digital_/status/1351372151987687428
Grammarly,@Grammarly,2021-01-20T23:45:36.000Z,"Replying to 
@neaners78","Hi there! We absolutely agree. We’re unable to reproduce this issue, though—could you please DM us the full sentence and let us know which Grammarly product you're using? We want to look into this further to prevent it from happening.",,,,,[],https://twitter.com/Grammarly/status/1352039607114866694
PROMO WETV iQIYI IFLIX NORDVPN || PREMIUMINAPK,@PremiuminApk2,2021-01-20T03:46:50.000Z,"I'm sorry close order for : 
 Wattpad Premium 
 Grammarly Premium  

due to often error and i want to give the best serve for my customer ",,⚠ ⚠ 🙏,,,,['https://pbs.twimg.com/media/EsJWeq4VgAA62iF?format=jpg&name=small'],https://twitter.com/PremiuminApk2/status/1351737926665687041
Xandro Lombardi,@TK42I,2021-01-20T03:13:52.000Z,"@MUPublishing
 can't believe you wouldn't have used spell-check: see if you spot the error on page 12. #spelling #mistake #university #typo 
@Grammarly
 can you please help #University with their publications?",,,,,,"['https://pbs.twimg.com/media/EsJO60nU0AAwY1P?format=jpg&name=small', 'https://pbs.twimg.com/media/EsJO60nUcAIo1ia?format=jpg&name=360x360', 'https://pbs.twimg.com/media/EsJO60pVQAMYJ7c?format=jpg&name=360x360']",https://twitter.com/TK42I/status/1351729631112564740
Chris Isak,@ChristopherIsak,2021-01-21T21:13:03.000Z,"Replying to 
@Grammarly",You can't do anything about it because it's not my issue but your roadmap. I appreciate the gesture however and hope plagiarism functions and other handy things will return to chrome extension soon again.,,1,,,[],https://twitter.com/ChristopherIsak/status/1352363603249266689
augmented.marshall,@marshallpittman,2021-01-21T20:21:27.000Z,"Even my computer (well, Grammarly) sees the error...",,,,,,['https://pbs.twimg.com/media/EsSDsP_XYAEQB4R?format=png&name=small'],https://twitter.com/marshallpittman/status/1352350617029799936
James Brockbank,@BrockbankJames,2021-01-21T18:39:21.000Z,"Replying to 
@MarkPreston1969","Absolutely. 

Most people can ‘write content.’ That’s what’s taught in school. And tools like Grammarly make that even easier. 

But *great* content drives conversions, earns rankings and traffic and more.

And I think the lack of differentiation is the issue here.",,1,,3,[],https://twitter.com/BrockbankJames/status/1352324923646210050
Martin Cleaver - #rEUnion #FBPE,@MCleaver,2021-01-21T14:18:52.000Z,"What's up with 
@Grammarly
 in MS Word? It keeps disappearing from Word. Some times t has to be reactivated. But now it can't. Runtime error?",,💜,1,,,['https://pbs.twimg.com/media/EsQwGmHXcAInPXn?format=png&name=small'],https://twitter.com/MCleaver/status/1352259370105663489
Goforno,@GoforNo,2021-01-21T13:53:13.000Z,"Replying to 
@marcapitman
 and 
@Grammarly","It follows you around to find every error but that's where I am these days, lol.",,1,,1,[],https://twitter.com/GoforNo/status/1352252917164683264
Ashaby,@Trendyetal,2021-01-22T22:24:33.000Z,"Replying to 
@OgbeniDipo","Nasooo, until I joined comms department and my boss is a native speaker.lets sha thank God for self-development and Grammarly app.
I mean writing an error ridden 5 pages  proposal to the CEO
. Subscribe to an illocution class to wash away in the ilorin oyibo
God no go shame us.",😒,,,,[],https://twitter.com/Trendyetal/status/1352743985094283264
General Rusty since 1978,@2Generalrusty78,2021-01-22T22:24:02.000Z,"Replying to 
@thatbuggybee","Because she talks in a way to tell

Similar thing with me I noticed. Where I always have at least one spelling error and grammar errors that Grammarly didn't catch. That or I thought of two sentences and combined them like that on 4chan Greentext with the Texan Clowns",,,,,[],https://twitter.com/2Generalrusty78/status/1352743855616122882
Ameer Hasan,@AmeerEuphoric,2021-01-22T14:37:07.000Z,"Replying to 
@Grammarly",I want to write error-free work while my Grammarly account is yet not activated and I didn't receive the reset password link... Kindly redress this issue....,,,,,[],https://twitter.com/AmeerEuphoric/status/1352626349693825026
Ameer Hasan,@AmeerEuphoric,2021-01-22T13:31:38.000Z,"@Grammarly
 I send numerous emails for redressing my issue of password reset and I could not receive the email from your end. I don't know why your reps are not responding. Kindly take action and respond to my query asap.",,,1,,,[],https://twitter.com/AmeerEuphoric/status/1352609873972908033
@BigFilthyDad,@BigFilthyDad,2021-01-22T13:04:39.000Z,grammarly sayin i got an advanced issue but i can only see it with premium :( my nuts are an advanced issue but u dont see me cryin about it,,,1,,,[],https://twitter.com/BigFilthyDad/status/1352603082388070406
Matthew Kirtley,@kirtlenus,2021-01-22T11:14:16.000Z,"Replying to 
@kirtlenus
 @bencobley
 and 
@Grammarly",(haha i made a grammatical error in a tweet about grammarly),,1,,1,[],https://twitter.com/kirtlenus/status/1352575301298102273
kiraxxy,@kiraxxy,2021-01-22T04:55:21.000Z,"Replying to 
@kiraxxy",[282] Grammarly apps correct spelling error mistake check grammar adjective word punctuation available web chrome extension mobile application keyboard free edit replace word text essay writing,,1,,,"['https://pbs.twimg.com/media/EsT46nMUcAAaEvx?format=jpg&name=small', 'https://pbs.twimg.com/media/EsT46n3UYAM7ucp?format=jpg&name=small']",https://twitter.com/kiraxxy/status/1352479945889521664
100T MrSavage's Hypeman,@PlayboiXinepeng,2021-01-22T02:36:31.000Z,"Replying to 
@GatorrGG
 @YourFellowArab
 and 
@Safarooniee","tf did he mispelled? i type that in Grammarly and it doesn't have any errors, what was the issue with his tweet?",,1,,5,[],https://twitter.com/PlayboiXinepeng/status/1352445008486522880
Stacey Carroll,@shadowconn,2021-01-22T02:21:17.000Z,"I hate compound words!!!!!  It's the only error grammarly is finding that's legit.

Grammarly is really trying hard to make me sound like I don't have a grasp on my own language though.

It was progress.

Grammarly

It progressed.

No Grammarly.  Just. No.",,,,,2,[],https://twitter.com/shadowconn/status/1352441173143642119
Rhys Lindmark,@RhysLindmark,2021-01-22T01:08:19.000Z,"Replying to 
@thlpr","Can’t DM, but I later realized the issue was grammarly trying to spell check a long google doc.

So—you’re all good for now! Thanks for the response.",,,,1,[],https://twitter.com/RhysLindmark/status/1352422812128931840
zeya ! pindah ke @xvantaekoo,zeya ! pindah ke @xvantaekoo,2021-01-23T10:51:56.000Z,"aku close grammarly, error trs","Quote Tweet
je
@faieytale
 · Jan 23
Replying to @ningmyi
beli grammarlnya di @elavted aja murah meriah udah gitu full garansi jugaa ! sellernya juga ramah bangett",💔,,,,['https://pbs.twimg.com/profile_images/1367718854302920705/kNqrZP1b_mini.jpg'],https://twitter.com/elavted/status/1352932071274991618
Gigi⁷ loves Yoongis' freckles,@otsevenlicious,2021-01-23T09:22:57.000Z,"Non-native English writers issue #1:

- when Grammarly is on every platform you use, but it has conflicting opinions with itself, and it starts highlight errors when you switch between writing programs, so you just",GIF,,1,2,6,[],https://twitter.com/otsevenlicious/status/1352909676619423744
Vivek Nair - The Thrifty Marketer,@vivektweetsso,2021-01-23T07:43:47.000Z,"Some new tools for #Marketing 
@PublerNation
 - Kick-ass platform for social media mgmt
@clickup
 - Intuitive platform for managing your projects
@LatelyAI
 - AI assistant for your social media marketing
@ubersuggest_seo
 - For your SEO projects
@Grammarly
 - For error free content",,,4,,4,[],https://twitter.com/vivektweetsso/status/1352884720690843649
Marc-André Moreau,@awakecoding,2021-01-24T16:48:53.000Z,"Replying to 
@doctordns
 @ceruttera1
 and 4 others","You should use process explorer to inspect outlook when the issue happens, and look for any third-party DLLs loaded in side the process. Grammarly is likely always injected, but I have to admit I don't have much of an idea about Windows Update also being affected by this",,1,,,[],https://twitter.com/awakecoding/status/1353384289342119936
Ayush,@AyushRover,2021-01-25T16:00:12.000Z,"@Grammarly
 I have been trying to buy your paid subscription since yesterday but unable to make the payment. New user & have a 50% discount offer. Ur email support says that it's an issue with the bank. Tried multiple cards of different banks and still not working. I'm from India",,,1,,,[],https://twitter.com/AyushRover/status/1353734423997411328
Rodrigo Mansueli ﺍًًًًًًًًًًًِِِِِِِِِِِِِِ,@rmansueli,2021-01-25T14:25:31.000Z,"Not sure if people who bought 
@Grammarly
 lifetime faced the same issue. (Which is now gone as well).",,,,,,[],https://twitter.com/rmansueli/status/1353710596475281409
Sergii,@lc0d3r,2021-01-26T21:32:09.000Z,"Interesting paper by folks from 
@grammarly
 - Adversarial Grammatical Error Correction https://grammarly.com/blog/engineering/adversarial-grammatical-error-correction/… Interesting approach based on starting from a parallel corpus and extending it more with GAN approach #NLProc","Adversarial Grammatical Error Correction
In developing the world’s leading writing assistant, Grammarly helps people communicate wherever they write—whether in an engaging social media post, clear cover letter…
grammarly.com",,,,1,['https://pbs.twimg.com/card_img/1366853597120630788/sZLHwLLM?format=jpg&name=small'],https://twitter.com/lc0d3r/status/1354180350092734464
MJM Virtual Solution,@MJMSolutions1,2021-01-26T19:00:28.000Z,Adversarial Grammatical Error Correction Blogs from Grammarly with writing tips,"Adversarial Grammatical Error Correction
In developing the world’s leading writing assistant, Grammarly helps people communicate wherever they write—whether in an engaging social media post, clear cover letter…
grammarly.com",,,,,['https://pbs.twimg.com/card_img/1366853597120630788/sZLHwLLM?format=jpg&name=small'],https://twitter.com/MJMSolutions1/status/1354142177295802375
LONG LIVE THE REPUBLIC,@American1946,2021-01-26T17:53:32.000Z,"Replying to 
@tollingin","First, get Grammarly so you stop making so many mistakes.  Second, your party blamed Trump for not doing something, but we know this is a state issue.  BLM needs to be abolished as an Anarchist Domestic Terrorist organization.",,,,,[],https://twitter.com/American1946/status/1354125332735881217
Gigi⁷ loves Yoongis' freckles,@otsevenlicious,2021-01-26T15:19:15.000Z,"; not an issue:

- when Grammarly tells you that families can be different. So you cry, because a stupid app gets it and most of the people don't:",,,1,,2,['https://pbs.twimg.com/media/Esqt50VXcAAqPk-?format=png&name=small'],https://twitter.com/otsevenlicious/status/1354086506093309952
Michael Lough,@mickylough95,2021-01-26T13:58:46.000Z,"Replying to 
@M_Keeling","Hi Matthew,

Thank you for pointing out this grave error.

Instead of getting grammarly I may just send you anything I write for you to proof read before posting.

Warmest regards, Michael.",,1,,1,[],https://twitter.com/mickylough95/status/1354066251224645632
