UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
Heidi Huusko,@HeidiHuusko,2020-04-03T09:09:06.000Z,"We are so glad to see the corporate #ClimateAction
 not halted by #COVID19 - In the face of a health emergency and the climate crisis, we cannot afford to tackle one or the other. We must do both 
 #COP26","Quote Tweet
Alberto Carrillo Pineda
@acarrillopineda
 · Apr 3, 2020
In difficult times, a bit of good news. In a few weeks, the number of companies setting #ScienceBasedTargets has grown from 800 to 850, including now 100 companies with 1.5ºC aligned targets. Businesses continue to take climate action helping to build a more resilient economy",🙏,,8,23,"['https://pbs.twimg.com/profile_images/800182060333809664/AHTzikmL_mini.jpg', 'https://pbs.twimg.com/media/EUqjwmVUEAE125P?format=png&name=small']",https://twitter.com/HeidiHuusko/status/1246001771547439105
Evan Noch,@EvanNoch,2020-04-03T16:18:20.000Z,"Join 
@jennkwanMDPhD
 and myself as we moderate this exciting panel on res/fellow/junior faculty topics and #COVID19 for 
@A_P_S_A
 during this critical time for physician-scientists!","Quote Tweet
Francis S. Collins
@NIHDirector
 · Apr 3, 2020
Given urgent need for new approaches to fighting #COVID19, retaining & supporting early career investigators has never been more important. Joining an @A_P_S_A panel on this topic 4/4 at 2pET. Free registration. Moderators are taking your Qs on Twitter: https://bit.ly/2Jynb1J",,,3,13,['https://pbs.twimg.com/profile_images/1282408119889530880/FMvG8yam_mini.jpg'],https://twitter.com/EvanNoch/status/1246109792483057666
"Maz Sighary, MD",@mazsig,2020-04-04T12:20:59.000Z,"Spent Friday night putting in central lines on our #COVID19 patients as part of our combined #InterventionalRadiology and #VascularSurgery line team. #StayHome
 #PPE #CoronaVirus #NYC   ",,😷,3,4,66,['https://pbs.twimg.com/media/EUwlgoEXYAEQoA1?format=jpg&name=small'],https://twitter.com/mazsig/status/1246412446769741825
True Dermatology,@AmyPella,2020-04-04T00:40:12.000Z,"#ama #AOA #COVID19 #aocd #ny1 #NBC #CBS #FoxNews #GovernorAndrewCuomo #PresidentTrump #DeBlasio 
How do you pay nurses and ask doctors to work for free?",,,15,81,102,"['https://pbs.twimg.com/media/EUuFHW2WsAYoyJf?format=jpg&name=small', 'https://pbs.twimg.com/media/EUuFHW2WoAA5DvU?format=jpg&name=small']",https://twitter.com/AmyPella/status/1246236090006155264
Sandwich Lady,@jessepstein,2020-04-04T21:35:16.000Z,Erase medical school debt for doctors serving Covid patients.,"Quote Tweet
CBS News
@CBSNews
 · Apr 4, 2020
Dr. Fauci says health care workers are “brave warriors”: “The American public owe a phenomenal debt of gratitude to these people and they should just salute them in every way you can” https://cbsn.ws/2UGRRUC",,3,6,69,"['https://pbs.twimg.com/profile_images/645966750941626368/d0Q4voGK_mini.jpg', 'https://pbs.twimg.com/amplify_video_thumb/1246551546382475265/img/Bs4khMkVU9yxwb_U.jpg']",https://twitter.com/jessepstein/status/1246551939808210945
Anthony Curtis,@AnthonyCurtis68,2020-04-04T13:49:30.000Z,"I would welcome a Trump supporter explanation of how 
@BarackObama
 left 
@realDonaldTrump
 bad #COVID19 tests when the #coronavirus didn’t exist.","GIF
Quote Tweet
Josh Marshall
@joshtpm
 · Apr 3, 2020
0:25
Trump: We inherited ""obsolete"" ""broken"" tests from Obama admin. Now we have good tests.",,10,1,21,"['https://pbs.twimg.com/tweet_video_thumb/EUw5xMyXYAALcgB.jpg', 'https://pbs.twimg.com/profile_images/1329623108815302656/KsxWarHh_mini.jpg', 'https://pbs.twimg.com/ext_tw_video_thumb/1246199369981988865/pu/img/mPiuq-3VLSKKNabg?format=jpg&name=240x240']",https://twitter.com/AnthonyCurtis68/status/1246434724807139334
"Jake Taylor, MD, MPH",@doctorjakeuro,2020-04-04T15:29:19.000Z,"Early morning coffee delivery to the GU #covid team 
@nyulangone
. Thank you 
@RiseBrewingCo
 ! 
@NYUUrology",,☕,1,2,18,['https://pbs.twimg.com/media/EUxQnY7WkAI8Xct?format=jpg&name=small'],https://twitter.com/doctorjakeuro/status/1246459843105492992
"Kelly A. Healy, MD, FACS",@healyuromd,2020-04-04T18:46:21.000Z,"Thank you for your continued commitment to our 
@nyphospital
 patients and each other as we fight #COVID19! #StayStrong #NYPHeroes 
@ColumbiaUrology",,,,2,13,['https://pbs.twimg.com/media/EUx9t0SXsAAbBcu?format=jpg&name=small'],https://twitter.com/healyuromd/status/1246509428276432897
Dr. Ann M. Nguyen,@Ann_M_Nguyen,2020-04-04T22:20:40.000Z,"Park Ave, one of 4 streets closed to traffic this weekend — to promote social distancing and give people more walking space. #nyc #COVID19",,,1,1,13,['https://pbs.twimg.com/media/EUyuxKIXQAA3OXZ?format=jpg&name=small'],https://twitter.com/Ann_M_Nguyen/status/1246563363603259400
Pete Harrison,@PeteHarrisonNYC,2020-04-04T22:14:12.000Z,"After 9/11 the answer was “empire”

After The Great Recession the answer was “austerity”

Now because of both we’re in this mess

After #COVID19 the answer must be “solidarity”",,,,3,18,[],https://twitter.com/PeteHarrisonNYC/status/1246561734304903175
COL (ret) William A. Woods #FBR,@woods353,2020-04-04T07:33:27.000Z,"Today we lost a genuinely wonderful leader and Soldier in COL (ret) Samuel Fouco (South NJ), a victim of COVID -19 who did not need to die if only our federal government had prepared and warned us earlier...rest peacefully Sam",,,1,7,17,[],https://twitter.com/woods353/status/1246340087404732416
Kurt Yaeger,@Dr_Yaeger,2020-04-04T10:25:42.000Z,"Brooklyn and Queens are the epicenter of the epicenter of the #COVID19 pandemic

My spouse Christine is a medicine resident staffing an ICU there, and they're raising money for transportation and meals. Would mean a lot if you consider donating:

https://gofundme.com/f/meals-and-transportation-for-front-line-docs…",,,,3,10,[],https://twitter.com/Dr_Yaeger/status/1246383434441859072
Cipher صفر,@Cipher_smash,2020-04-05T23:51:58.000Z,"COVID-19-chan pouring one for the homies. Ps. Stay tf inside.

#covid19 #covid19chan #personification #persona #gininka #anthromorphism #anime #characterdesign #corona #coronavirus #waifu #art #artistsoninstagram",,,1,3,7,"['https://pbs.twimg.com/media/EU4NQM4WkAMkKlM?format=jpg&name=360x360', 'https://pbs.twimg.com/media/EU4NQM4WkAEH97n?format=jpg&name=360x360', 'https://pbs.twimg.com/media/EU4NQM5WsAIy1fl?format=jpg&name=360x360', 'https://pbs.twimg.com/media/EU4NQNBWoAUUPu3?format=jpg&name=360x360']",https://twitter.com/Cipher_smash/status/1246948728977620992
"Ghaith Abu-Zeinah, MD",@GhaithAbuZeinah,2020-04-05T09:54:02.000Z,"#MPN doc busting #coronavirus #COVID19 in NYC 
@WeillCornell
 @nyphospital
 . Please stay home so you don’t have to see me.",,,4,2,72,['https://pbs.twimg.com/media/EU1NeJHWoAEA3dL?format=jpg&name=900x900'],https://twitter.com/GhaithAbuZeinah/status/1246737856615284742
Anna Schermerhorn-Co,@alscherm,2020-04-05T21:45:11.000Z,An MD's letter to her patients re: COVID-19. Please read.,"Dreger Letter 4-2-2020.pdf
drive.google.com",,5,33,47,['https://pbs.twimg.com/card_img/1367397660441767938/uKVl6J9t?format=jpg&name=240x240'],https://twitter.com/alscherm/status/1246916819513946118
Donald Doukas,@donalddoukas,2020-04-05T23:46:19.000Z,"#COVID19 by the numbers. You should stop scrolling, this is required reading.","Quote Tweet
Shahriar Zehtabchi
@SZehtabchi
 · Apr 5, 2020
COVID-19 evidence bites by http://TheNNT.com

https://thennt.com/review-covid-analysis-april-2020/…",,,6,10,['https://pbs.twimg.com/profile_images/970433917609267201/RJ6RVwgb_mini.jpg'],https://twitter.com/donalddoukas/status/1246947303946149892
LoveK9Louie,@LoveK9Louie,2020-04-05T20:55:39.000Z,"If K9 Louie & K9 Jimbo can #socialdistance, so can you!  Help #flattenthecurve and do your part. Let’s beat this pandemic together.

#PhysicalDistancing #SocialDistancing #PhysicalDistancingSocialConnecting #6feetapart #COVID19 #coronavirus",,,2,3,81,"['https://pbs.twimg.com/media/EU3k5k4WoAY0dji?format=jpg&name=360x360', 'https://pbs.twimg.com/media/EU3k5k5WoAAVpgR?format=jpg&name=360x360']",https://twitter.com/LoveK9Louie/status/1246904354201907208
Meryème Tricoire,@MTfuture,2020-04-05T23:32:10.000Z,"Pinterest CEO and a team of leading scientists launch a self-reporting COVID-19 tracking app |
https://techcrunch.com/2020/04/02/pinterest-ceo-and-a-team-of-leading-scientists-launch-a-self-reporting-covid-19-tracking-app/… #trackingapp #pinterest #Covid_19","Pinterest CEO and a team of leading scientists launch a self-reporting COVID-19 tracking app
There have been a few scattered efforts to leverage crowd-sourced self-reporting of symptoms as a way to potentially predict and chart the progress of COVID-19 across the U.S., and around the world....
techcrunch.com",💎,1,9,11,['https://pbs.twimg.com/card_img/1365758355634085890/841BHKv4?format=jpg&name=small'],https://twitter.com/MTfuture/status/1246943742684258310
Shaggy,@GeordanysM,2020-04-05T01:23:49.000Z,"Thank you god , my father is a COVID-19 survivor. ",,,2,,8,[],https://twitter.com/GeordanysM/status/1246609453333577729
Nicholas Isabella,@NycStormChaser,2020-04-05T10:42:00.000Z,Good morning New York City. Photographing sunrise on the Brooklyn Bridge #nyc #COVID19,,,1,20,68,['https://pbs.twimg.com/media/EU1YcoGXQAASti7?format=jpg&name=small'],https://twitter.com/NycStormChaser/status/1246749926501109760
,@byCRUZIN,2020-04-05T15:57:46.000Z,they would’ve tried to bomb COVID-19,"Quote Tweet
Michael
@michaelschweitz
 · Apr 3, 2020
Just a reminder. NONE of these men would have been ok with losing a quarter of a million Americans.",Ⓜ,,2,25,"['https://pbs.twimg.com/profile_images/1256434141941444610/ehYNZMQJ_mini.jpg', 'https://pbs.twimg.com/media/EUuTcCKXsAEon3i?format=jpg&name=small']",https://twitter.com/byCRUZIN/status/1246829390333390850
Mr.Jewish.Space.Laser,@MusicReviewer7,2020-04-05T15:36:58.000Z,"Every day 
@JoeBiden
 releases a response to current #COVID19 conditions. Networks ignore them; critics then ask where he is. How about playing fair w/candidates? 
@CNNPolitics
 @MSNBC
 @ABCPolitics
 @CBSNews
 @NBCNews
 @FoxNews",,,2,4,8,[],https://twitter.com/MusicReviewer7/status/1246824156328538114
Anton Camaj,@acamajmd,2020-04-06T16:37:46.000Z,Just sent 1 #COVID19 negative patient to the USNS Comfort and 2 more #COVID19 positive pts to the Javits Center. Fortunate to have these resources up & running during this critical time! The fight continues,,,1,4,46,[],https://twitter.com/acamajmd/status/1247201844935483393
"Dr. Sarah (Rosine) Rosanel, MD",@DrRosanel,2020-04-06T13:43:03.000Z,"Last night I put down my Cardiology hat to be an Attending/Hospitalist in my hospital leading codes & rapid responses. All hands on deck to fight covid19 
@purviparwani
 @dbelardomd
 @drjameslo
 @DrJayMohan
 @drdanchoi
 @GlobalRabbi
 #Coronavirus #GetMePPE #WomeninMedicine #Covid_19",,,43,65,482,['https://pbs.twimg.com/media/EU7Lb1oWoAEU36K?format=jpg&name=small'],https://twitter.com/DrRosanel/status/1247157875358732288
Hadi J. Halazun M.D.,@HHalazun,2020-04-06T16:02:09.000Z,"We are all #COVID doctors. As per request, here’s the original email I sent.",,,6,29,85,"['https://pbs.twimg.com/media/EU7rT18XgAkn6i6?format=jpg&name=small', 'https://pbs.twimg.com/media/EU7rT2NXgAc_Csa?format=jpg&name=small', 'https://pbs.twimg.com/media/EU7rT1-WoAAKSW4?format=jpg&name=360x360', 'https://pbs.twimg.com/media/EU7rT2WX0AAJDfV?format=jpg&name=360x360']",https://twitter.com/HHalazun/status/1247192882982850561
Sandra Moerch,@SandraMoerch,2020-04-06T19:35:55.000Z,"Thanks to 
@edwin_carey
, 
@CCSakakibara
 and I have now joined the internet sensation of #WhippedCoffee 
 

#WFH #Treats #COVID19 #StayHome
 #FlattenTheCurve",,☕ 🥛 🍫,,2,6,"['https://pbs.twimg.com/media/EU8cPe0WkAAi2_-?format=jpg&name=360x360', 'https://pbs.twimg.com/media/EU8cPe0WsAAa8ua?format=jpg&name=small']",https://twitter.com/SandraMoerch/status/1247246678761054209
Cuisiner Mieux,@CuisinerMieux,2020-04-06T00:52:58.000Z,"MUST WATCH - NY ICU Whistleblower - Dr  Cameron Kyle Sidell about COVID-19 & Pneumonia ""We are treating the wrong disease"" | https://bitchute.com/video/yOujZziRjO7T/… #BitChute #totaldisclosure #Covid_19","MUST WATCH - NY ICU Whistleblower - Dr Cameron Kyle Sidell
Dr. Cameron Kyle-Sidell, a Doctor from ICU in New York, Speaks about what Is really happening with COVID19 patients. No matter what your thoughts are on Covid19 this NEEDS to be listened to... The...
bitchute.com",,6,16,24,['https://pbs.twimg.com/card_img/1365876147179950085/RMV-c6H7?format=jpg&name=small'],https://twitter.com/CuisinerMieux/status/1246964077517328384
Sterling Saint,@Calebthinks_,2020-04-06T20:19:21.000Z,My daily quarantine survival tools #COVID19,,,1,3,10,['https://pbs.twimg.com/ext_tw_video_thumb/1247257544369807361/pu/img/kDhTXJXqebgxIt-7.jpg'],https://twitter.com/Calebthinks_/status/1247257608236535814
the truth is out there AKA the orchid man,@swkoti,2020-04-06T00:33:40.000Z,"If someone told the orange menace that rat poison was the cure for Covid-19, he’d be urging people to take it.",,,3,2,14,[],https://twitter.com/swkoti/status/1246959223277342721
Abby Stein,@AbbyChavaStein,2020-04-06T02:12:01.000Z,"The Hasidic Rabbi/Dean of the school that I went to from Pre-K to 10th grade, who is also my grandfather's first cousin, just passed away from #Covid19.

Not the first loss of someone I knew well. I hope it's the last ",,🙏,7,2,46,[],https://twitter.com/AbbyChavaStein/status/1246983970941788173
stephen carlstrom,@StevieCarlstrom,2020-04-06T17:29:25.000Z,"This guy I went to high school with has turned into a crazy conspiracy theorist on Facebook... first he alerted us that the flu shot gave us all COVID, now he’s alerting us that it’s ACTUALLY from 5G cell towers, working hand-in-hand with big pharma to manufacture false positives",,,12,,57,[],https://twitter.com/StevieCarlstrom/status/1247214843402346500
Ramona Ortega,@dinero_diva,2020-04-06T22:31:34.000Z,"#shout out to 
@HelloAlice
 @ElizabethGore
 for creating a fund for #femalefounders during #COVID19   ",,,1,1,12,['https://pbs.twimg.com/media/EU9EckhXQAYeIVj?format=jpg&name=900x900'],https://twitter.com/dinero_diva/status/1247290884003160066
DG,@DcgRx,2020-04-07T02:11:00.000Z,"Hi 
@bertkreischer
 #HeyBigBoy Could we please get a retweet to help support the first TSA and my friend that passed away from covid? His wife could greatly use the support.","TSA Agent Frank Boccabella, Celebration of Life, organized by Kerrie Wenzler
On Thursday, April 2nd we lost our friend and brother in faith, Francis… Kerrie Wenzler needs your support for TSA Agent Frank Boccabella, Celebration of Life
gofundme.com",,2,19,98,['https://pbs.twimg.com/card_img/1367463744645791754/Sa12DXya?format=jpg&name=small'],https://twitter.com/DcgRx/status/1247346103441412096
Marjorie Velázquez,@mvelaznyc,2020-04-07T16:25:01.000Z,"For those in the Bronx, here’s a list of available testing sites in The Bronx. #COVID19 #Covid19test",,,1,4,10,['https://pbs.twimg.com/media/EVA6IzJXYAAv-Af?format=jpg&name=small'],https://twitter.com/mvelaznyc/status/1247561023609077762
Anthony Curtis,@AnthonyCurtis68,2020-04-07T17:12:33.000Z,3 weeks in with the COVID-19 beard ... still keep it or shave it off?,"Quote Tweet
Anthony Curtis
@AnthonyCurtis68
 · Mar 29, 2020
My 2 week COVID-19 beard. My first beard of my life. Yay or Nay? Will be able to grow it a few more weeks for sure.",,16,,23,"['https://pbs.twimg.com/media/EVBFA2FXgAMTUxx?format=jpg&name=small', 'https://pbs.twimg.com/profile_images/1139143446227238912/Ua6C-Pp1_mini.jpg', 'https://pbs.twimg.com/media/EUUhHRIXgAAN5lD?format=jpg&name=240x240']",https://twitter.com/AnthonyCurtis68/status/1247572986653278212
